lat,lng,time,id
39.976209,116.330591,1218786435000,064
39.976023,116.330555,1218786437000,064
39.975607,116.330826,1218786439000,064
39.975513,116.33083,1218786441000,064
39.975473,116.330829,1218786443000,064
39.975467,116.330823,1218786446000,064
39.975467,116.330816,1218786448000,064
39.975448,116.330818,1218786450000,064
39.975408,116.330829,1218786452000,064
39.97537,116.330842,1218786454000,064
39.975346,116.33084,1218786456000,064
39.975337,116.330833,1218786458000,064
39.975336,116.330819,1218786460000,064
39.97535,116.330816,1218786462000,064
39.975341,116.330791,1218786464000,064
39.97536,116.33076,1218786466000,064
39.975356,116.330735,1218786468000,064
39.975371,116.330705,1218786470000,064
39.97537,116.33067,1218786472000,064
39.975371,116.3306,1218786474000,064
39.975372,116.33058,1218786476000,064
39.975364,116.33055,1218786478000,064
39.975368,116.330494,1218786480000,064
39.975347,116.33047,1218786482000,064
39.975336,116.330435,1218786484000,064
39.975333,116.330403,1218786486000,064
39.975322,116.330373,1218786488000,064
39.975313,116.33034,1218786490000,064
39.975307,116.330305,1218786492000,064
39.97531,116.330273,1218786494000,064
39.975312,116.330237,1218786496000,064
39.975314,116.330203,1218786498000,064
39.975304,116.330173,1218786500000,064
39.975307,116.330141,1218786502000,064
39.975306,116.330106,1218786504000,064
39.975308,116.330069,1218786506000,064
39.975309,116.330029,1218786508000,064
39.9753,116.32999,1218786510000,064
39.975313,116.329958,1218786512000,064
39.975314,116.329923,1218786514000,064
39.975317,116.329885,1218786516000,064
39.975329,116.32984,1218786518000,064
39.975334,116.329811,1218786520000,064
39.975345,116.329779,1218786522000,064
39.975369,116.329755,1218786524000,064
39.975394,116.329726,1218786526000,064
39.975412,116.329694,1218786528000,064
39.975426,116.329661,1218786530000,064
39.975437,116.329624,1218786532000,064
39.975443,116.329591,1218786534000,064
39.975432,116.329559,1218786536000,064
39.975424,116.329523,1218786538000,064
39.975409,116.329489,1218786540000,064
39.975413,116.329449,1218786542000,064
39.975404,116.329412,1218786544000,064
39.975404,116.329377,1218786546000,064
39.97539,116.329333,1218786548000,064
39.975371,116.329297,1218786550000,064
39.975361,116.329259,1218786552000,064
39.975361,116.329228,1218786554000,064
39.97536,116.329203,1218786556000,064
39.975373,116.329174,1218786558000,064
39.97538,116.329147,1218786560000,064
39.975375,116.329105,1218786562000,064
39.975383,116.32907,1218786564000,064
39.97538,116.32904,1218786566000,064
39.97539,116.329015,1218786568000,064
39.975386,116.328989,1218786570000,064
39.975378,116.328961,1218786572000,064
39.975383,116.328937,1218786574000,064
39.975387,116.328917,1218786576000,064
39.975398,116.328883,1218786578000,064
39.975407,116.32886,1218786580000,064
39.9754,116.328836,1218786582000,064
39.975399,116.328806,1218786584000,064
39.975405,116.328777,1218786586000,064
39.975392,116.328754,1218786588000,064
39.975377,116.328731,1218786590000,064
39.975375,116.32869,1218786592000,064
39.975372,116.328656,1218786594000,064
39.975374,116.32862,1218786596000,064
39.975365,116.3286,1218786598000,064
39.975361,116.328573,1218786600000,064
39.975361,116.328542,1218786602000,064
39.975373,116.328502,1218786604000,064
39.975427,116.32842,1218786606000,064
39.975424,116.328376,1218786608000,064
39.975415,116.328349,1218786610000,064
39.975414,116.328317,1218786612000,064
39.975413,116.328282,1218786614000,064
39.975417,116.328241,1218786616000,064
39.975423,116.328205,1218786618000,064
39.975433,116.328176,1218786620000,064
39.975437,116.328144,1218786622000,064
39.975434,116.328112,1218786624000,064
39.97543,116.32807,1218786626000,064
39.975439,116.328032,1218786628000,064
39.975438,116.327993,1218786630000,064
39.975432,116.327961,1218786632000,064
39.975419,116.327932,1218786634000,064
39.975421,116.327901,1218786636000,064
39.975404,116.327568,1218786794000,064
39.975393,116.327528,1218786796000,064
39.975393,116.327489,1218786798000,064
39.975395,116.327454,1218786800000,064
39.975406,116.327421,1218786802000,064
39.975402,116.327389,1218786804000,064
39.975385,116.327359,1218786806000,064
39.975387,116.327324,1218786808000,064
39.975408,116.327293,1218786810000,064
39.975432,116.327257,1218786812000,064
39.975436,116.327223,1218786814000,064
39.975439,116.327188,1218786816000,064
39.97545,116.327154,1218786818000,064
39.975459,116.32712,1218786820000,064
39.97545,116.327082,1218786822000,064
39.975445,116.327038,1218786824000,064
39.975437,116.326999,1218786826000,064
39.975427,116.326968,1218786828000,064
39.975415,116.326937,1218786830000,064
39.975409,116.326901,1218786832000,064
39.975414,116.326868,1218786834000,064
39.975401,116.326842,1218786836000,064
39.975381,116.326806,1218786838000,064
39.975396,116.326758,1218786840000,064
39.97542,116.32671,1218786842000,064
39.975418,116.326675,1218786844000,064
39.975396,116.326646,1218786846000,064
39.975379,116.326621,1218786848000,064
39.975361,116.3266,1218786850000,064
39.975359,116.326569,1218786852000,064
39.97537,116.326535,1218786854000,064
39.975373,116.326507,1218786856000,064
39.975365,116.326476,1218786858000,064
39.975354,116.326443,1218786860000,064
39.975374,116.326402,1218786862000,064
39.975389,116.326365,1218786864000,064
39.975388,116.326331,1218786866000,064
39.975381,116.326292,1218786868000,064
39.975393,116.326257,1218786870000,064
39.975396,116.326218,1218786872000,064
39.975398,116.326191,1218786874000,064
39.975406,116.326168,1218786876000,064
39.975418,116.326129,1218786878000,064
39.975427,116.326095,1218786880000,064
39.975446,116.326054,1218786882000,064
39.97548,116.326023,1218786884000,064
39.975503,116.325982,1218786886000,064
39.975516,116.325957,1218786888000,064
39.975521,116.325923,1218786890000,064
39.975508,116.325905,1218786892000,064
39.975448,116.325871,1218786894000,064
39.97544,116.325859,1218786896000,064
39.97544,116.325849,1218786898000,064
39.975428,116.325838,1218786900000,064
39.97537,116.325795,1218786902000,064
39.975314,116.325756,1218786904000,064
39.975299,116.325741,1218786906000,064
39.975298,116.32574,1218786908000,064
39.975297,116.325743,1218786910000,064
39.975296,116.325742,1218786912000,064
39.975296,116.325745,1218786914000,064
39.975293,116.325744,1218786916000,064
39.975284,116.325734,1218786918000,064
39.975277,116.325717,1218786920000,064
39.975276,116.325682,1218786922000,064
39.975279,116.325671,1218786924000,064
39.975271,116.325661,1218786926000,064
39.975271,116.32565,1218786928000,064
39.975272,116.325636,1218786930000,064
39.975253,116.325639,1218786932000,064
39.975242,116.325641,1218786934000,064
39.975239,116.325637,1218786936000,064
39.975235,116.325634,1218786938000,064
39.975235,116.325637,1218786940000,064
39.975235,116.325636,1218786942000,064
39.975235,116.325635,1218786944000,064
39.975235,116.325635,1218786946000,064
39.975236,116.325635,1218786948000,064
39.975236,116.325635,1218786950000,064
39.975236,116.325634,1218786952000,064
39.97516,116.325392,1218787334000,064
39.975135,116.325274,1218787336000,064
39.975095,116.325143,1218787338000,064
39.975054,116.324983,1218787340000,064
39.975013,116.32481,1218787342000,064
39.975023,116.324693,1218787343000,064
39.975026,116.32442,1218787345000,064
39.975042,116.324137,1218787347000,064
39.975053,116.323856,1218787349000,064
39.97507,116.323588,1218787351000,064
39.975092,116.323311,1218787353000,064
39.975091,116.323025,1218787355000,064
39.975099,116.322732,1218787357000,064
39.975114,116.322438,1218787359000,064
39.975107,116.322139,1218787361000,064
39.975093,116.321841,1218787363000,064
39.975087,116.321547,1218787365000,064
39.975076,116.321248,1218787367000,064
39.975074,116.320947,1218787369000,064
39.975073,116.320648,1218787371000,064
39.975071,116.320349,1218787373000,064
39.97507,116.320051,1218787375000,064
39.975085,116.319784,1218787377000,064
39.975093,116.319561,1218787379000,064
39.975101,116.319394,1218787381000,064
39.975085,116.319286,1218787383000,064
39.975067,116.319211,1218787385000,064
39.975088,116.319145,1218787387000,064
39.975151,116.319073,1218787389000,064
39.975225,116.319045,1218787391000,064
39.975326,116.31906,1218787393000,064
39.975461,116.319056,1218787395000,064
39.975611,116.31904,1218787397000,064
39.97577,116.319028,1218787399000,064
39.975937,116.319022,1218787401000,064
39.976096,116.319028,1218787403000,064
39.976196,116.319022,1218787405000,064
39.97624,116.319013,1218787407000,064
39.976252,116.319007,1218787409000,064
39.976246,116.319005,1218787411000,064
39.976249,116.319006,1218787413000,064
39.976251,116.319006,1218787415000,064
39.976254,116.319004,1218787417000,064
39.976257,116.319,1218787419000,064
39.976288,116.319,1218787421000,064
39.976343,116.319005,1218787423000,064
39.976402,116.319003,1218787425000,064
39.976463,116.319001,1218787427000,064
39.976531,116.31899,1218787429000,064
39.976618,116.31897,1218787431000,064
39.976719,116.318969,1218787433000,064
39.976851,116.318973,1218787435000,064
39.977016,116.318977,1218787437000,064
39.977201,116.318976,1218787439000,064
