39.9750049,116.3310416,1196433360000
39.9750066,116.3310483,1196433361000
39.9749866,116.3310433,1196433366000
39.9767833,116.3302383,1196443737000
39.9767833,116.3302383,1196443740000
39.9767816,116.33024,1196443742000
39.9767083,116.3302099,1196443785000
39.9767083,116.3302099,1196443786000
39.9767483,116.3302333,1196444027000
39.9767716,116.3302483,1196444267000
39.9756316,116.3309116,1196444958000
39.9756483,116.3308966,1196444959000
39.9754,116.3278216,1196445199000
39.9754333,116.3277266,1196445204000
39.9754666,116.3276249,1196445209000
39.9754933,116.3275283,1196445214000
39.97553,116.3274283,1196445219000
39.9755083,116.3273366,1196445224000
39.9755249,116.3272333,1196445229000
39.975555,116.3271033,1196445234000
39.9757683,116.3269166,1196445239000
39.9757916,116.3268316,1196445244000
39.9757833,116.3267783,1196445249000
39.9757683,116.3267183,1196445254000
39.9757299,116.32666,1196445259000
39.975685,116.3265916,1196445264000
39.9756466,116.3264966,1196445269000
39.9756499,116.3263183,1196445274000
39.9756483,116.3262316,1196445277000
39.9756383,116.3261333,1196445280000
39.9756183,116.3260399,1196445283000
39.9755916,116.3259749,1196445286000
39.9755783,116.3259133,1196445289000
39.9755199,116.32593,1196445294000
39.9750199,116.3229583,1196445342000
39.9749516,116.3226716,1196445347000
39.974985,116.3230249,1196445350000
39.9750466,116.3233199,1196445353000
39.9750833,116.3234949,1196445356000
39.9751016,116.3235749,1196445359000
39.9751733,116.3239116,1196445365000
39.9751783,116.3242599,1196445374000
39.9752216,116.3245633,1196445378000
39.9752466,116.3247899,1196445382000
39.9754333,116.3259716,1196445393000
39.9754933,116.3221816,1196445434000
39.9753799,116.3216,1196445437000
39.9752866,116.321195,1196445440000
39.9752149,116.3208266,1196445443000
39.975095,116.320745,1196445446000
39.9750049,116.3206083,1196445449000
39.9749599,116.320445,1196445452000
39.9749516,116.3203383,1196445455000
39.9749383,116.3202816,1196445458000
39.9749299,116.3202233,1196445461000
39.9749133,116.3201566,1196445464000
39.974885,116.3200916,1196445467000
39.9748649,116.3200299,1196445470000
39.9748283,116.3199283,1196445475000
39.9747633,116.3198516,1196445480000
39.9747216,116.3196316,1196445485000
39.9747533,116.3195699,1196445490000
39.9282983,116.3275566,1196445777000
39.9224616,116.3289583,1196445787000
39.9049333,116.3316649,1196445817000
39.970165,116.3129633,1196500879000
39.9701666,116.3129499,1196500880000
39.97016,116.31287,1196500885000
39.9703566,116.3128433,1196500890000
39.9704349,116.3129166,1196500893000
39.9704766,116.3129083,1196500896000
39.9704866,116.3128433,1196500899000
39.9705133,116.3127666,1196500904000
39.9705666,116.3127199,1196500909000
39.9744116,116.3123783,1196501149000
39.9745033,116.3123499,1196501152000
39.9736183,116.3116866,1196501157000
39.9735033,116.3115416,1196501162000
39.9735,116.3115666,1196501167000
39.9734866,116.3115699,1196501172000
39.9755633,116.3108916,1196501413000
39.97568,116.3110233,1196501418000
39.975795,116.3111149,1196501423000
39.9758033,116.311105,1196501429000
39.9756199,116.3109716,1196501434000
39.9788716,116.3103449,1196501674000
39.9789433,116.3103433,1196501679000
39.9790083,116.310375,1196501684000
39.9790633,116.3103733,1196501689000
39.9790966,116.3103466,1196501694000
39.979105,116.3104049,1196501699000
39.9814316,116.3102399,1196501939000
39.9815216,116.3102516,1196501944000
39.9816199,116.3102799,1196501949000
39.9817433,116.3104733,1196501954000
39.9817599,116.3106199,1196501959000
39.9817449,116.3106183,1196501964000
39.98179,116.3105966,1196501969000
39.9818216,116.3105416,1196501974000
39.9818816,116.3104849,1196501979000
39.9819533,116.3105016,1196501984000
39.9820916,116.3104849,1196501989000
